SERNO,RadmonID,MACID,RadiationLevel,Location,Department,RadiationStatus,DateTime,RecordNo,RadmonType,Temperature,BatteryVoltage,BatteryCurrent,Health,DataString,RadiationCPM,Dummy,Mdate
54883,5,NULL,142,ML (H),RSSD,0,6/22/2018 7:28,5825,NULL,NULL,NULL,NULL,NULL," 5825,5,0,142,22/6/2018 7:28:8",NULL,NULL,7/2/2018 19:24
54884,5,NULL,125,ML (H),RSSD,0,6/22/2018 7:30,5826,NULL,NULL,NULL,NULL,NULL," 5826,5,0,125,22/6/2018 7:30:8",NULL,NULL,7/2/2018 19:24
54885,5,NULL,112,ML (H),RSSD,0,6/22/2018 7:32,5827,NULL,NULL,NULL,NULL,NULL," 5827,5,0,112,22/6/2018 7:32:8",NULL,NULL,7/2/2018 19:24
54886,5,NULL,103,ML (H),RSSD,0,6/22/2018 7:34,5828,NULL,NULL,NULL,NULL,NULL," 5828,5,0,103,22/6/2018 7:34:8",NULL,NULL,7/2/2018 19:24
54887,5,NULL,170,ML (H),RSSD,0,6/22/2018 7:36,5829,NULL,NULL,NULL,NULL,NULL," 5829,5,0,170,22/6/2018 7:36:8",NULL,NULL,7/2/2018 19:24
54888,5,NULL,200,ML (H),RSSD,0,6/22/2018 7:38,5830,NULL,NULL,NULL,NULL,NULL," 5830,5,0,200,22/6/2018 7:38:8",NULL,NULL,7/2/2018 19:24
54889,5,NULL,202,ML (H),RSSD,0,6/22/2018 7:40,5831,NULL,NULL,NULL,NULL,NULL," 5831,5,0,202,22/6/2018 7:40:8",NULL,NULL,7/2/2018 19:24
54890,5,NULL,212,ML (H),RSSD,0,6/22/2018 7:42,5832,NULL,NULL,NULL,NULL,NULL," 5832,5,0,212,22/6/2018 7:42:8",NULL,NULL,7/2/2018 19:24
54891,5,NULL,125,ML (H),RSSD,0,6/22/2018 7:44,5833,NULL,NULL,NULL,NULL,NULL," 5833,5,0,125,22/6/2018 7:44:8",NULL,NULL,7/2/2018 19:24
54892,5,NULL,197,ML (H),RSSD,0,6/22/2018 7:46,5834,NULL,NULL,NULL,NULL,NULL," 5834,5,0,197,22/6/2018 7:46:8",NULL,NULL,7/2/2018 19:24
54893,5,NULL,209,ML (H),RSSD,0,6/22/2018 7:48,5835,NULL,NULL,NULL,NULL,NULL," 5835,5,0,209,22/6/2018 7:48:8",NULL,NULL,7/2/2018 19:24
54894,5,NULL,157,ML (H),RSSD,0,6/22/2018 7:50,5836,NULL,NULL,NULL,NULL,NULL," 5836,5,0,157,22/6/2018 7:50:8",NULL,NULL,7/2/2018 19:24
54895,5,NULL,128,ML (H),RSSD,0,6/22/2018 7:52,5837,NULL,NULL,NULL,NULL,NULL," 5837,5,0,128,22/6/2018 7:52:8",NULL,NULL,7/2/2018 19:24
54896,5,NULL,141,ML (H),RSSD,0,6/22/2018 7:54,5838,NULL,NULL,NULL,NULL,NULL," 5838,5,0,141,22/6/2018 7:54:8",NULL,NULL,7/2/2018 19:24
54897,5,NULL,157,ML (H),RSSD,0,6/22/2018 7:56,5839,NULL,NULL,NULL,NULL,NULL," 5839,5,0,157,22/6/2018 7:56:8",NULL,NULL,7/2/2018 19:24
54898,5,NULL,117,ML (H),RSSD,0,6/22/2018 7:58,5840,NULL,NULL,NULL,NULL,NULL," 5840,5,0,117,22/6/2018 7:58:8",NULL,NULL,7/2/2018 19:24
54899,5,NULL,93,ML (H),RSSD,0,6/22/2018 8:00,5841,NULL,NULL,NULL,NULL,NULL," 5841,5,0,93,22/6/2018 8:0:8",NULL,NULL,7/2/2018 19:24
54900,5,NULL,99,ML (H),RSSD,0,6/22/2018 8:02,5842,NULL,NULL,NULL,NULL,NULL," 5842,5,0,99,22/6/2018 8:2:8",NULL,NULL,7/2/2018 19:24
54901,5,NULL,105,ML (H),RSSD,0,6/22/2018 8:04,5843,NULL,NULL,NULL,NULL,NULL," 5843,5,0,105,22/6/2018 8:4:8",NULL,NULL,7/2/2018 19:24
54902,5,NULL,110,ML (H),RSSD,0,6/22/2018 8:06,5844,NULL,NULL,NULL,NULL,NULL," 5844,5,0,110,22/6/2018 8:6:8",NULL,NULL,7/2/2018 19:24
54903,5,NULL,78,ML (H),RSSD,0,6/22/2018 8:08,5845,NULL,NULL,NULL,NULL,NULL," 5845,5,0,78,22/6/2018 8:8:8",NULL,NULL,7/2/2018 19:24
54904,5,NULL,154,ML (H),RSSD,0,6/22/2018 8:10,5846,NULL,NULL,NULL,NULL,NULL," 5846,5,0,154,22/6/2018 8:10:8",NULL,NULL,7/2/2018 19:24
54905,5,NULL,97,ML (H),RSSD,0,6/22/2018 8:12,5847,NULL,NULL,NULL,NULL,NULL," 5847,5,0,97,22/6/2018 8:12:8",NULL,NULL,7/2/2018 19:24
54906,5,NULL,82,ML (H),RSSD,0,6/22/2018 8:14,5848,NULL,NULL,NULL,NULL,NULL," 5848,5,0,82,22/6/2018 8:14:8",NULL,NULL,7/2/2018 19:24
54907,5,NULL,87,ML (H),RSSD,0,6/22/2018 8:16,5849,NULL,NULL,NULL,NULL,NULL," 5849,5,0,87,22/6/2018 8:16:8",NULL,NULL,7/2/2018 19:24
54908,5,NULL,86,ML (H),RSSD,0,6/22/2018 8:18,5850,NULL,NULL,NULL,NULL,NULL," 5850,5,0,86,22/6/2018 8:18:8",NULL,NULL,7/2/2018 19:24
54909,5,NULL,102,ML (H),RSSD,0,6/22/2018 8:20,5851,NULL,NULL,NULL,NULL,NULL," 5851,5,0,102,22/6/2018 8:20:8",NULL,NULL,7/2/2018 19:24
54910,5,NULL,86,ML (H),RSSD,0,6/22/2018 8:22,5852,NULL,NULL,NULL,NULL,NULL," 5852,5,0,86,22/6/2018 8:22:8",NULL,NULL,7/2/2018 19:24
54911,5,NULL,204,ML (H),RSSD,0,6/22/2018 8:24,5853,NULL,NULL,NULL,NULL,NULL," 5853,5,0,204,22/6/2018 8:24:8",NULL,NULL,7/2/2018 19:24
54912,5,NULL,164,ML (H),RSSD,0,6/22/2018 8:26,5854,NULL,NULL,NULL,NULL,NULL," 5854,5,0,164,22/6/2018 8:26:8",NULL,NULL,7/2/2018 19:24
54913,5,NULL,125,ML (H),RSSD,0,6/22/2018 8:28,5855,NULL,NULL,NULL,NULL,NULL," 5855,5,0,125,22/6/2018 8:28:8",NULL,NULL,7/2/2018 19:24
54914,5,NULL,131,ML (H),RSSD,0,6/22/2018 8:30,5856,NULL,NULL,NULL,NULL,NULL," 5856,5,0,131,22/6/2018 8:30:8",NULL,NULL,7/2/2018 19:24
54915,5,NULL,154,ML (H),RSSD,0,6/22/2018 8:32,5857,NULL,NULL,NULL,NULL,NULL," 5857,5,0,154,22/6/2018 8:32:8",NULL,NULL,7/2/2018 19:24
54916,5,NULL,128,ML (H),RSSD,0,6/22/2018 8:34,5858,NULL,NULL,NULL,NULL,NULL," 5858,5,0,128,22/6/2018 8:34:8",NULL,NULL,7/2/2018 19:24
54917,5,NULL,79,ML (H),RSSD,0,6/22/2018 8:36,5859,NULL,NULL,NULL,NULL,NULL," 5859,5,0,79,22/6/2018 8:36:8",NULL,NULL,7/2/2018 19:24
54918,5,NULL,165,ML (H),RSSD,0,6/22/2018 8:38,5860,NULL,NULL,NULL,NULL,NULL," 5860,5,0,165,22/6/2018 8:38:8",NULL,NULL,7/2/2018 19:24
54919,5,NULL,206,ML (H),RSSD,0,6/22/2018 8:40,5861,NULL,NULL,NULL,NULL,NULL," 5861,5,0,206,22/6/2018 8:40:8",NULL,NULL,7/2/2018 19:24
54920,5,NULL,177,ML (H),RSSD,0,6/22/2018 8:42,5862,NULL,NULL,NULL,NULL,NULL," 5862,5,0,177,22/6/2018 8:42:8",NULL,NULL,7/2/2018 19:24
54921,5,NULL,173,ML (H),RSSD,0,6/22/2018 8:44,5863,NULL,NULL,NULL,NULL,NULL," 5863,5,0,173,22/6/2018 8:44:8",NULL,NULL,7/2/2018 19:24
54922,5,NULL,128,ML (H),RSSD,0,6/22/2018 8:46,5864,NULL,NULL,NULL,NULL,NULL," 5864,5,0,128,22/6/2018 8:46:8",NULL,NULL,7/2/2018 19:24
54923,5,NULL,110,ML (H),RSSD,0,6/22/2018 8:48,5865,NULL,NULL,NULL,NULL,NULL," 5865,5,0,110,22/6/2018 8:48:8",NULL,NULL,7/2/2018 19:24
54924,5,NULL,97,ML (H),RSSD,0,6/22/2018 8:50,5866,NULL,NULL,NULL,NULL,NULL," 5866,5,0,97,22/6/2018 8:50:8",NULL,NULL,7/2/2018 19:24
54925,5,NULL,98,ML (H),RSSD,0,6/22/2018 8:52,5867,NULL,NULL,NULL,NULL,NULL," 5867,5,0,98,22/6/2018 8:52:8",NULL,NULL,7/2/2018 19:24
54926,5,NULL,120,ML (H),RSSD,0,6/22/2018 8:54,5868,NULL,NULL,NULL,NULL,NULL," 5868,5,0,120,22/6/2018 8:54:8",NULL,NULL,7/2/2018 19:24
54927,5,NULL,121,ML (H),RSSD,0,6/22/2018 8:56,5869,NULL,NULL,NULL,NULL,NULL," 5869,5,0,121,22/6/2018 8:56:8",NULL,NULL,7/2/2018 19:24
54928,5,NULL,181,ML (H),RSSD,0,6/22/2018 8:58,5870,NULL,NULL,NULL,NULL,NULL," 5870,5,0,181,22/6/2018 8:58:8",NULL,NULL,7/2/2018 19:24
54929,5,NULL,162,ML (H),RSSD,0,6/22/2018 9:00,5871,NULL,NULL,NULL,NULL,NULL," 5871,5,0,162,22/6/2018 9:0:8",NULL,NULL,7/2/2018 19:24
54930,5,NULL,132,ML (H),RSSD,0,6/22/2018 9:02,5872,NULL,NULL,NULL,NULL,NULL," 5872,5,0,132,22/6/2018 9:2:8",NULL,NULL,7/2/2018 19:24
54931,5,NULL,191,ML (H),RSSD,0,6/22/2018 9:04,5873,NULL,NULL,NULL,NULL,NULL," 5873,5,0,191,22/6/2018 9:4:8",NULL,NULL,7/2/2018 19:24
54932,5,NULL,130,ML (H),RSSD,0,6/22/2018 9:06,5874,NULL,NULL,NULL,NULL,NULL," 5874,5,0,130,22/6/2018 9:6:8",NULL,NULL,7/2/2018 19:24
54933,5,NULL,129,ML (H),RSSD,0,6/22/2018 9:08,5875,NULL,NULL,NULL,NULL,NULL," 5875,5,0,129,22/6/2018 9:8:8",NULL,NULL,7/2/2018 19:24
54934,5,NULL,109,ML (H),RSSD,0,6/22/2018 9:10,5876,NULL,NULL,NULL,NULL,NULL," 5876,5,0,109,22/6/2018 9:10:8",NULL,NULL,7/2/2018 19:24
54935,5,NULL,118,ML (H),RSSD,0,6/22/2018 9:12,5877,NULL,NULL,NULL,NULL,NULL," 5877,5,0,118,22/6/2018 9:12:8",NULL,NULL,7/2/2018 19:24
54936,5,NULL,158,ML (H),RSSD,0,6/22/2018 9:14,5878,NULL,NULL,NULL,NULL,NULL," 5878,5,0,158,22/6/2018 9:14:8",NULL,NULL,7/2/2018 19:24
54937,5,NULL,151,ML (H),RSSD,0,6/22/2018 9:16,5879,NULL,NULL,NULL,NULL,NULL," 5879,5,0,151,22/6/2018 9:16:8",NULL,NULL,7/2/2018 19:24
54938,5,NULL,131,ML (H),RSSD,0,6/22/2018 9:18,5880,NULL,NULL,NULL,NULL,NULL," 5880,5,0,131,22/6/2018 9:18:8",NULL,NULL,7/2/2018 19:24
54939,5,NULL,105,ML (H),RSSD,0,6/22/2018 9:20,5881,NULL,NULL,NULL,NULL,NULL," 5881,5,0,105,22/6/2018 9:20:8",NULL,NULL,7/2/2018 19:24
54940,5,NULL,95,ML (H),RSSD,0,6/22/2018 9:22,5882,NULL,NULL,NULL,NULL,NULL," 5882,5,0,95,22/6/2018 9:22:8",NULL,NULL,7/2/2018 19:24
54941,5,NULL,126,ML (H),RSSD,0,6/22/2018 9:24,5883,NULL,NULL,NULL,NULL,NULL," 5883,5,0,126,22/6/2018 9:24:8",NULL,NULL,7/2/2018 19:24
54942,5,NULL,145,ML (H),RSSD,0,6/22/2018 9:26,5884,NULL,NULL,NULL,NULL,NULL," 5884,5,0,145,22/6/2018 9:26:8",NULL,NULL,7/2/2018 19:24
54943,5,NULL,103,ML (H),RSSD,0,6/22/2018 9:28,5885,NULL,NULL,NULL,NULL,NULL," 5885,5,0,103,22/6/2018 9:28:8",NULL,NULL,7/2/2018 19:24
54944,5,NULL,103,ML (H),RSSD,0,6/22/2018 9:30,5886,NULL,NULL,NULL,NULL,NULL," 5886,5,0,103,22/6/2018 9:30:8",NULL,NULL,7/2/2018 19:24
54945,5,NULL,114,ML (H),RSSD,0,6/22/2018 9:32,5887,NULL,NULL,NULL,NULL,NULL," 5887,5,0,114,22/6/2018 9:32:8",NULL,NULL,7/2/2018 19:24
54946,5,NULL,87,ML (H),RSSD,0,6/22/2018 9:34,5888,NULL,NULL,NULL,NULL,NULL," 5888,5,0,87,22/6/2018 9:34:8",NULL,NULL,7/2/2018 19:24
54947,5,NULL,83,ML (H),RSSD,0,6/22/2018 9:36,5889,NULL,NULL,NULL,NULL,NULL," 5889,5,0,83,22/6/2018 9:36:8",NULL,NULL,7/2/2018 19:24
54948,5,NULL,87,ML (H),RSSD,0,6/22/2018 9:38,5890,NULL,NULL,NULL,NULL,NULL," 5890,5,0,87,22/6/2018 9:38:8",NULL,NULL,7/2/2018 19:24
54949,5,NULL,100,ML (H),RSSD,0,6/22/2018 9:40,5891,NULL,NULL,NULL,NULL,NULL," 5891,5,0,100,22/6/2018 9:40:8",NULL,NULL,7/2/2018 19:24
54950,5,NULL,103,ML (H),RSSD,0,6/22/2018 9:42,5892,NULL,NULL,NULL,NULL,NULL," 5892,5,0,103,22/6/2018 9:42:8",NULL,NULL,7/2/2018 19:24
54951,5,NULL,111,ML (H),RSSD,0,6/22/2018 9:44,5893,NULL,NULL,NULL,NULL,NULL," 5893,5,0,111,22/6/2018 9:44:8",NULL,NULL,7/2/2018 19:24
54952,5,NULL,101,ML (H),RSSD,0,6/22/2018 9:46,5894,NULL,NULL,NULL,NULL,NULL," 5894,5,0,101,22/6/2018 9:46:8",NULL,NULL,7/2/2018 19:24
54953,5,NULL,90,ML (H),RSSD,0,6/22/2018 9:48,5895,NULL,NULL,NULL,NULL,NULL," 5895,5,0,90,22/6/2018 9:48:8",NULL,NULL,7/2/2018 19:24
54954,5,NULL,100,ML (H),RSSD,0,6/22/2018 9:50,5896,NULL,NULL,NULL,NULL,NULL," 5896,5,0,100,22/6/2018 9:50:8",NULL,NULL,7/2/2018 19:24
54955,5,NULL,106,ML (H),RSSD,0,6/22/2018 9:52,5897,NULL,NULL,NULL,NULL,NULL," 5897,5,0,106,22/6/2018 9:52:8",NULL,NULL,7/2/2018 19:24
54956,5,NULL,125,ML (H),RSSD,0,6/22/2018 9:54,5898,NULL,NULL,NULL,NULL,NULL," 5898,5,0,125,22/6/2018 9:54:8",NULL,NULL,7/2/2018 19:24
54957,5,NULL,76,ML (H),RSSD,0,6/22/2018 9:56,5899,NULL,NULL,NULL,NULL,NULL," 5899,5,0,76,22/6/2018 9:56:8",NULL,NULL,7/2/2018 19:24
54958,5,NULL,111,ML (H),RSSD,0,6/22/2018 9:58,5900,NULL,NULL,NULL,NULL,NULL," 5900,5,0,111,22/6/2018 9:58:8",NULL,NULL,7/2/2018 19:24
54959,5,NULL,115,ML (H),RSSD,0,6/22/2018 10:00,5901,NULL,NULL,NULL,NULL,NULL," 5901,5,0,115,22/6/2018 10:0:8",NULL,NULL,7/2/2018 19:24
54960,5,NULL,105,ML (H),RSSD,0,6/22/2018 10:02,5902,NULL,NULL,NULL,NULL,NULL," 5902,5,0,105,22/6/2018 10:2:8",NULL,NULL,7/2/2018 19:24
54961,5,NULL,93,ML (H),RSSD,0,6/22/2018 10:04,5903,NULL,NULL,NULL,NULL,NULL," 5903,5,0,93,22/6/2018 10:4:8",NULL,NULL,7/2/2018 19:24
54962,5,NULL,92,ML (H),RSSD,0,6/22/2018 10:06,5904,NULL,NULL,NULL,NULL,NULL," 5904,5,0,92,22/6/2018 10:6:8",NULL,NULL,7/2/2018 19:24
54963,5,NULL,113,ML (H),RSSD,0,6/22/2018 10:08,5905,NULL,NULL,NULL,NULL,NULL," 5905,5,0,113,22/6/2018 10:8:8",NULL,NULL,7/2/2018 19:24
54964,5,NULL,125,ML (H),RSSD,0,6/22/2018 10:10,5906,NULL,NULL,NULL,NULL,NULL," 5906,5,0,125,22/6/2018 10:10:8",NULL,NULL,7/2/2018 19:24
54965,5,NULL,126,ML (H),RSSD,0,6/22/2018 10:12,5907,NULL,NULL,NULL,NULL,NULL," 5907,5,0,126,22/6/2018 10:12:8",NULL,NULL,7/2/2018 19:24
54966,5,NULL,139,ML (H),RSSD,0,6/22/2018 10:14,5908,NULL,NULL,NULL,NULL,NULL," 5908,5,0,139,22/6/2018 10:14:8",NULL,NULL,7/2/2018 19:24
54967,5,NULL,220,ML (H),RSSD,0,6/22/2018 10:16,5909,NULL,NULL,NULL,NULL,NULL," 5909,5,0,220,22/6/2018 10:16:8",NULL,NULL,7/2/2018 19:24
54968,5,NULL,207,ML (H),RSSD,0,6/22/2018 10:18,5910,NULL,NULL,NULL,NULL,NULL," 5910,5,0,207,22/6/2018 10:18:8",NULL,NULL,7/2/2018 19:24
54969,5,NULL,166,ML (H),RSSD,0,6/22/2018 10:20,5911,NULL,NULL,NULL,NULL,NULL," 5911,5,0,166,22/6/2018 10:20:8",NULL,NULL,7/2/2018 19:24
54970,5,NULL,99,ML (H),RSSD,0,6/22/2018 10:22,5912,NULL,NULL,NULL,NULL,NULL," 5912,5,0,99,22/6/2018 10:22:8",NULL,NULL,7/2/2018 19:24
54971,5,NULL,115,ML (H),RSSD,0,6/22/2018 10:24,5913,NULL,NULL,NULL,NULL,NULL," 5913,5,0,115,22/6/2018 10:24:8",NULL,NULL,7/2/2018 19:24
54972,5,NULL,166,ML (H),RSSD,0,6/22/2018 10:26,5914,NULL,NULL,NULL,NULL,NULL," 5914,5,0,166,22/6/2018 10:26:8",NULL,NULL,7/2/2018 19:24
54973,5,NULL,130,ML (H),RSSD,0,6/22/2018 10:28,5915,NULL,NULL,NULL,NULL,NULL," 5915,5,0,130,22/6/2018 10:28:8",NULL,NULL,7/2/2018 19:24
54974,5,NULL,132,ML (H),RSSD,0,6/22/2018 10:30,5916,NULL,NULL,NULL,NULL,NULL," 5916,5,0,132,22/6/2018 10:30:8",NULL,NULL,7/2/2018 19:24
54975,5,NULL,86,ML (H),RSSD,0,6/22/2018 10:32,5917,NULL,NULL,NULL,NULL,NULL," 5917,5,0,86,22/6/2018 10:32:8",NULL,NULL,7/2/2018 19:24
54976,5,NULL,102,ML (H),RSSD,0,6/22/2018 10:34,5918,NULL,NULL,NULL,NULL,NULL," 5918,5,0,102,22/6/2018 10:34:8",NULL,NULL,7/2/2018 19:24
54977,5,NULL,115,ML (H),RSSD,0,6/22/2018 10:36,5919,NULL,NULL,NULL,NULL,NULL," 5919,5,0,115,22/6/2018 10:36:8",NULL,NULL,7/2/2018 19:24
54978,5,NULL,130,ML (H),RSSD,0,6/22/2018 10:38,5920,NULL,NULL,NULL,NULL,NULL," 5920,5,0,130,22/6/2018 10:38:8",NULL,NULL,7/2/2018 19:24
54979,5,NULL,143,ML (H),RSSD,0,6/22/2018 10:40,5921,NULL,NULL,NULL,NULL,NULL," 5921,5,0,143,22/6/2018 10:40:8",NULL,NULL,7/2/2018 19:24
54980,5,NULL,95,ML (H),RSSD,0,6/22/2018 10:42,5922,NULL,NULL,NULL,NULL,NULL," 5922,5,0,95,22/6/2018 10:42:8",NULL,NULL,7/2/2018 19:24
54981,5,NULL,97,ML (H),RSSD,0,6/22/2018 10:44,5923,NULL,NULL,NULL,NULL,NULL," 5923,5,0,97,22/6/2018 10:44:8",NULL,NULL,7/2/2018 19:24
54982,5,NULL,105,ML (H),RSSD,0,6/22/2018 10:46,5924,NULL,NULL,NULL,NULL,NULL," 5924,5,0,105,22/6/2018 10:46:8",NULL,NULL,7/2/2018 19:24
54983,5,NULL,130,ML (H),RSSD,0,6/22/2018 10:48,5925,NULL,NULL,NULL,NULL,NULL," 5925,5,0,130,22/6/2018 10:48:8",NULL,NULL,7/2/2018 19:24
54984,5,NULL,221,ML (H),RSSD,0,6/22/2018 10:50,5926,NULL,NULL,NULL,NULL,NULL," 5926,5,0,221,22/6/2018 10:50:8",NULL,NULL,7/2/2018 19:24
54985,5,NULL,171,ML (H),RSSD,0,6/22/2018 10:52,5927,NULL,NULL,NULL,NULL,NULL," 5927,5,0,171,22/6/2018 10:52:8",NULL,NULL,7/2/2018 19:24
54986,5,NULL,107,ML (H),RSSD,0,6/22/2018 10:54,5928,NULL,NULL,NULL,NULL,NULL," 5928,5,0,107,22/6/2018 10:54:8",NULL,NULL,7/2/2018 19:24
54987,5,NULL,106,ML (H),RSSD,0,6/22/2018 10:56,5929,NULL,NULL,NULL,NULL,NULL," 5929,5,0,106,22/6/2018 10:56:8",NULL,NULL,7/2/2018 19:24
54988,5,NULL,104,ML (H),RSSD,0,6/22/2018 10:58,5930,NULL,NULL,NULL,NULL,NULL," 5930,5,0,104,22/6/2018 10:58:8",NULL,NULL,7/2/2018 19:24
54989,5,NULL,90,ML (H),RSSD,0,6/22/2018 11:00,5931,NULL,NULL,NULL,NULL,NULL," 5931,5,0,90,22/6/2018 11:0:8",NULL,NULL,7/2/2018 19:24
54990,5,NULL,124,ML (H),RSSD,0,6/22/2018 11:02,5932,NULL,NULL,NULL,NULL,NULL," 5932,5,0,124,22/6/2018 11:2:8",NULL,NULL,7/2/2018 19:24
54991,5,NULL,141,ML (H),RSSD,0,6/22/2018 11:04,5933,NULL,NULL,NULL,NULL,NULL," 5933,5,0,141,22/6/2018 11:4:8",NULL,NULL,7/2/2018 19:24
54992,5,NULL,96,ML (H),RSSD,0,6/22/2018 11:06,5934,NULL,NULL,NULL,NULL,NULL," 5934,5,0,96,22/6/2018 11:6:8",NULL,NULL,7/2/2018 19:24
54993,5,NULL,174,ML (H),RSSD,0,6/22/2018 11:08,5935,NULL,NULL,NULL,NULL,NULL," 5935,5,0,174,22/6/2018 11:8:8",NULL,NULL,7/2/2018 19:24
54994,5,NULL,156,ML (H),RSSD,0,6/22/2018 11:10,5936,NULL,NULL,NULL,NULL,NULL," 5936,5,0,156,22/6/2018 11:10:8",NULL,NULL,7/2/2018 19:24
54995,5,NULL,137,ML (H),RSSD,0,6/22/2018 11:12,5937,NULL,NULL,NULL,NULL,NULL," 5937,5,0,137,22/6/2018 11:12:8",NULL,NULL,7/2/2018 19:25
54996,5,NULL,94,ML (H),RSSD,0,6/22/2018 11:14,5938,NULL,NULL,NULL,NULL,NULL," 5938,5,0,94,22/6/2018 11:14:8",NULL,NULL,7/2/2018 19:25
54997,5,NULL,125,ML (H),RSSD,0,6/22/2018 11:16,5939,NULL,NULL,NULL,NULL,NULL," 5939,5,0,125,22/6/2018 11:16:8",NULL,NULL,7/2/2018 19:25
54998,5,NULL,117,ML (H),RSSD,0,6/22/2018 11:18,5940,NULL,NULL,NULL,NULL,NULL," 5940,5,0,117,22/6/2018 11:18:8",NULL,NULL,7/2/2018 19:25
54999,5,NULL,131,ML (H),RSSD,0,6/22/2018 11:20,5941,NULL,NULL,NULL,NULL,NULL," 5941,5,0,131,22/6/2018 11:20:8",NULL,NULL,7/2/2018 19:25
55000,5,NULL,135,ML (H),RSSD,0,6/22/2018 11:22,5942,NULL,NULL,NULL,NULL,NULL," 5942,5,0,135,22/6/2018 11:22:8",NULL,NULL,7/2/2018 19:25
55001,5,NULL,121,ML (H),RSSD,0,6/22/2018 11:24,5943,NULL,NULL,NULL,NULL,NULL," 5943,5,0,121,22/6/2018 11:24:8",NULL,NULL,7/2/2018 19:25
55002,5,NULL,101,ML (H),RSSD,0,6/22/2018 11:26,5944,NULL,NULL,NULL,NULL,NULL," 5944,5,0,101,22/6/2018 11:26:8",NULL,NULL,7/2/2018 19:25
55003,5,NULL,64,ML (H),RSSD,0,6/22/2018 11:28,5945,NULL,NULL,NULL,NULL,NULL," 5945,5,0,64,22/6/2018 11:28:8",NULL,NULL,7/2/2018 19:25
55004,5,NULL,74,ML (H),RSSD,0,6/22/2018 11:30,5946,NULL,NULL,NULL,NULL,NULL," 5946,5,0,74,22/6/2018 11:30:8",NULL,NULL,7/2/2018 19:25
55005,5,NULL,83,ML (H),RSSD,0,6/22/2018 11:32,5947,NULL,NULL,NULL,NULL,NULL," 5947,5,0,83,22/6/2018 11:32:8",NULL,NULL,7/2/2018 19:25
55006,5,NULL,77,ML (H),RSSD,0,6/22/2018 11:34,5948,NULL,NULL,NULL,NULL,NULL," 5948,5,0,77,22/6/2018 11:34:8",NULL,NULL,7/2/2018 19:25
55007,5,NULL,90,ML (H),RSSD,0,6/22/2018 11:36,5949,NULL,NULL,NULL,NULL,NULL," 5949,5,0,90,22/6/2018 11:36:8",NULL,NULL,7/2/2018 19:25
55008,5,NULL,81,ML (H),RSSD,0,6/22/2018 11:38,5950,NULL,NULL,NULL,NULL,NULL," 5950,5,0,81,22/6/2018 11:38:8",NULL,NULL,7/2/2018 19:25
55009,5,NULL,77,ML (H),RSSD,0,6/22/2018 11:40,5951,NULL,NULL,NULL,NULL,NULL," 5951,5,0,77,22/6/2018 11:40:8",NULL,NULL,7/2/2018 19:25
55010,5,NULL,68,ML (H),RSSD,0,6/22/2018 11:42,5952,NULL,NULL,NULL,NULL,NULL," 5952,5,0,68,22/6/2018 11:42:8",NULL,NULL,7/2/2018 19:25
55011,5,NULL,87,ML (H),RSSD,0,6/22/2018 11:44,5953,NULL,NULL,NULL,NULL,NULL," 5953,5,0,87,22/6/2018 11:44:8",NULL,NULL,7/2/2018 19:25
55012,5,NULL,89,ML (H),RSSD,0,6/22/2018 11:46,5954,NULL,NULL,NULL,NULL,NULL," 5954,5,0,89,22/6/2018 11:46:8",NULL,NULL,7/2/2018 19:25
55013,5,NULL,79,ML (H),RSSD,0,6/22/2018 11:48,5955,NULL,NULL,NULL,NULL,NULL," 5955,5,0,79,22/6/2018 11:48:8",NULL,NULL,7/2/2018 19:25
55014,5,NULL,119,ML (H),RSSD,0,6/22/2018 11:50,5956,NULL,NULL,NULL,NULL,NULL," 5956,5,0,119,22/6/2018 11:50:8",NULL,NULL,7/2/2018 19:25
55015,5,NULL,121,ML (H),RSSD,0,6/22/2018 11:52,5957,NULL,NULL,NULL,NULL,NULL," 5957,5,0,121,22/6/2018 11:52:8",NULL,NULL,7/2/2018 19:25
55016,5,NULL,90,ML (H),RSSD,0,6/22/2018 11:54,5958,NULL,NULL,NULL,NULL,NULL," 5958,5,0,90,22/6/2018 11:54:8",NULL,NULL,7/2/2018 19:25
55017,5,NULL,75,ML (H),RSSD,0,6/22/2018 11:56,5959,NULL,NULL,NULL,NULL,NULL," 5959,5,0,75,22/6/2018 11:56:8",NULL,NULL,7/2/2018 19:25
55018,5,NULL,73,ML (H),RSSD,0,6/22/2018 11:58,5960,NULL,NULL,NULL,NULL,NULL," 5960,5,0,73,22/6/2018 11:58:8",NULL,NULL,7/2/2018 19:25
55019,5,NULL,125,ML (H),RSSD,0,6/22/2018 12:00,5961,NULL,NULL,NULL,NULL,NULL," 5961,5,0,125,22/6/2018 12:0:8",NULL,NULL,7/2/2018 19:25
55020,5,NULL,88,ML (H),RSSD,0,6/22/2018 12:02,5962,NULL,NULL,NULL,NULL,NULL," 5962,5,0,88,22/6/2018 12:2:8",NULL,NULL,7/2/2018 19:25
55021,5,NULL,96,ML (H),RSSD,0,6/22/2018 12:04,5963,NULL,NULL,NULL,NULL,NULL," 5963,5,0,96,22/6/2018 12:4:8",NULL,NULL,7/2/2018 19:25
55022,5,NULL,111,ML (H),RSSD,0,6/22/2018 12:06,5964,NULL,NULL,NULL,NULL,NULL," 5964,5,0,111,22/6/2018 12:6:8",NULL,NULL,7/2/2018 19:25
